,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,19761,12.2,-5.5,37,82,3,-98,-140,102,-67,-128,105.0,-22.5,-7.5,90.0,150.0,31.5069683087272,3.5239788695834,3.57583262106812,0.9252836070994019,0.0558490790484711,22.985992772196198,4.3182338826878395,6.185120224549349,3.1241709632062205,3.3760505218385295
1,19762,12.35,-5.5,37,83,3,-158,91,-98,-20,-11,15.0,-82.5,-37.5,-30.0,-165.0,0.8540445943278879,2.24265755966098,0.0346155384777376,3.91152778818179,0.0754974142677725,2.94566663066216,4.66315840485152,3.83004360282425,4.0923212709456305,3.7919159544826
2,19763,12.5,-5.5,37,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19764,12.65,-5.5,37,85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19765,12.8,-5.5,37,86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19766,12.95,-5.5,37,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,19767,13.1,-5.5,37,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,19768,13.25,-5.5,37,89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19769,13.4,-5.5,37,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,19770,13.55,-5.5,37,91,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
