,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,19760,12.05,-5.5,37,81,1,-32,45,-97,10,-9,150.0,127.5,-172.5,82.5,45.0,52.783093853139896,39.424662369541394,25.0005156972994,21.9886508842939,11.8721229133664,18.1356801093531,13.162981239942901,12.823894709757301,11.2928773239796,6.38688002453939
1,19761,12.2,-5.5,37,82,1,-44,135,5,73,37,135.0,135.0,82.5,112.5,105.0,50.2229516193009,31.857050141476,27.867097445011602,19.324382016045398,14.492542828471901,13.9762947424804,20.301910924159802,12.189069397719901,7.57617621788322,3.23586599246269
2,19762,12.35,-5.5,37,83,1,-69,82,-29,-31,-155,112.5,82.5,90.0,180.0,-172.5,51.950114398728196,26.099950322306398,22.145360546006497,15.8906205528067,15.372938895750801,11.467644406083801,8.34828636291006,8.193977508811,8.740470458812279,12.724865841113601
3,19763,12.5,-5.5,37,84,1,-101,-26,-128,150,110,75.0,45.0,-142.5,112.5,90.0,53.3227282045038,35.0971789851293,27.4048267141627,22.871187676771,13.4458906314345,23.7991271289055,15.794690854749,24.6344101488378,19.0972189552477,11.1390038752484
4,19599,11.9,-5.65,38,80,1,-10,48,75,23,2,172.5,135.0,120.0,75.0,37.5,50.8916400102705,38.9710141150397,25.8591098411505,26.993163257041502,19.5755845567406,25.0384356566521,10.911203458357699,7.3275831226729204,18.018546124257398,19.1801517504199
5,19600,12.05,-5.65,38,81,1,-14,63,90,-151,-86,165.0,127.5,142.5,-165.0,-150.0,51.1871720058626,32.2253413358545,20.399994699740102,12.733372692161,15.2360970266452,25.122531769685196,9.52557637368777,8.06345803428958,4.30965376940188,7.353710428999991
6,19601,12.2,-5.65,38,82,1,-22,70,92,-127,15,157.5,105.0,127.5,-157.5,45.0,52.6945139670066,20.0435038869496,18.0730289124435,14.7723845758905,10.7845553233819,23.5204792145145,7.9172356950141,8.60987691604004,9.63528322403127,7.45417081235695
7,19602,12.35,-5.65,38,83,1,-44,28,135,84,-127,135.0,67.5,135.0,82.5,-142.5,50.4838279884582,28.076476591093197,24.618279397602702,19.5093619043964,20.657287279665603,14.363030767076099,14.827203872551,15.331733435698302,8.90477325892295,24.146905240781997
8,19603,12.5,-5.65,38,84,1,-117,-1,-172,100,146,67.5,45.0,172.5,90.0,135.0,51.63180013399771,13.7691726208778,9.280265331631199,14.0277955268082,5.456665904048071,26.082887146971196,13.0576636249968,8.12149800382979,14.5635502952018,6.91410333385247
9,19607,13.1,-5.65,38,88,2,-166,-144,-3,-121,-135,-75.0,-120.0,15.0,-135.0,-135.0,44.1534668869458,36.661531141984,40.7725808696039,35.288791035729794,28.5046399930828,11.2583855795841,12.257788638673,17.561523685387403,16.2448875122677,6.4822079173490295
10,19608,13.25,-5.65,38,89,2,-174,-151,-3,-126,-125,15.0,-120.0,15.0,-142.5,-127.5,50.4764020412605,45.1136626349025,32.1889330728535,23.373358565576602,18.3800313064949,9.83964811955968,20.499554156894,23.922729920444997,14.3934092349633,9.21847866338715
11,19440,12.05,-5.8,39,81,1,7,65,-91,88,19,-172.5,112.5,-150.0,142.5,45.0,49.625359399655196,31.1680065874482,23.500559480847897,25.384715613966797,17.640387063993103,25.6588463599797,10.0734430906893,11.5770549599155,15.8497659314183,11.754173064868901
12,19441,12.2,-5.8,39,82,1,11,30,114,113,73,-172.5,180.0,142.5,142.5,105.0,51.2895313114847,20.2752393791442,21.1240551510188,14.4994656389971,14.527019307671402,25.556081690276798,9.5087988336606,12.9162973363817,6.386066758578121,8.131978408494389
13,19442,12.35,-5.8,39,83,1,26,85,44,-129,133,-150.0,90.0,52.5,-135.0,150.0,53.6686620855346,26.3734692638911,11.588383107049301,16.6852055936517,7.71349127072813,22.366883769822802,18.8125543647677,12.2506885873438,22.315788568316805,10.4341713967581
14,19443,12.5,-5.8,39,84,1,135,-139,96,70,29,-45.0,-127.5,90.0,112.5,120.0,50.2661693582688,22.525438532451897,10.704880067628801,2.40667041423154,-2.55041447092634,25.118763241553804,23.6127713320226,20.991829337559,6.060602247303,4.78076011642447
15,19444,12.65,-5.8,39,85,1,165,90,-97,-172,139,-15.0,15.0,-82.5,-172.5,127.5,50.077124043379705,32.3276035297986,20.579073866259,12.502622225587098,14.043414218655801,13.9645156471907,19.0916693986366,22.7994893002483,6.699707406889959,16.782800279462
16,19445,12.8,-5.8,39,86,1,171,138,149,-102,-163,-7.5,15.0,30.0,-75.0,-165.0,52.3337020690559,35.298434731754206,21.371179057834002,19.9880978886498,12.5987302729058,11.1429832432893,16.593207839231997,13.6161440762746,23.5591610532778,10.5882540121779
17,19446,12.95,-5.8,39,87,1,171,157,-151,-108,-165,-7.5,15.0,-120.0,-67.5,-142.5,50.861097193970394,25.3040366829713,25.9974868102636,21.9179094961512,10.0659685995453,11.1984267743985,12.322855725748802,19.0750145716373,24.381563168920803,11.138245817541002
18,19447,13.1,-5.8,39,88,1,173,-153,161,-125,-165,0.0,-120.0,15.0,-97.5,-142.5,50.382259524693204,31.597860482654,13.3737508777601,15.8760366810216,3.49428904075808,10.653200203494999,19.3322679308412,9.600551158276641,24.656284983834897,7.65440044942932
19,19448,13.25,-5.8,39,89,1,178,163,-159,-131,-149,-7.5,15.0,-135.0,-105.0,-120.0,50.425982084865105,26.116866790880604,16.2462398160586,15.040410211073198,9.42989987007729,9.97108889253074,10.3957873317189,13.809021261198401,20.521816525736398,9.376758878146301
20,19449,13.4,-5.8,39,90,1,177,-136,-138,-151,-54,-7.5,-105.0,-97.5,15.0,-142.5,50.2785355180431,29.1543236567339,20.6279915893178,18.009922174848,7.3871674058897305,10.027837512585,14.240561039728,8.679193122127419,10.6693541409166,4.58776933690321
21,19280,12.05,-5.95,40,81,1,26,39,107,136,111,-150.0,52.5,157.5,-135.0,82.5,51.39301029822471,22.7941555409836,24.015340808273695,19.2130800957437,13.0475680429708,22.0943347124582,7.86061754482646,11.387851839352699,13.9904300929481,7.7381340876076505
22,19281,12.2,-5.95,40,82,1,38,162,117,-123,77,-142.5,-165.0,150.0,-135.0,97.5,53.2930149984916,32.4807632530525,27.166913163849,18.157959473263602,16.0209425769858,17.4532129952076,14.662775827354698,19.270181682894197,13.2620176424844,9.648679871604061
