,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,24243,12.5,-1.3,9,84,2,-46,-26,-96,-35,114,45.0,52.5,52.5,-52.5,150.0,48.5958399422711,23.151165219285602,12.0984269485589,-1.0615829321167198,-1.08652697295656,13.580726764673901,17.6674450567421,15.916305970339902,3.76187678357018,4.66271426058728
1,24244,12.65,-1.3,9,85,2,-46,-124,-33,-80,93,45.0,45.0,52.5,75.0,82.5,38.67927771291011,24.706717340917695,24.7180985504002,13.9742954952353,1.49156916194579,12.186425602837,12.4096640380583,15.152308811057901,15.0377281206192,3.88059679119694
2,24245,12.8,-1.3,9,86,2,-46,-35,-134,54,146,37.5,45.0,52.5,30.0,15.0,37.603932886856704,27.158837206122104,19.431992041770002,12.122564594891902,1.99725281688694,11.0713643442135,5.99107249716799,6.608852799220441,5.31693124040093,3.50720140221835
3,24246,12.95,-1.3,9,87,2,-48,-35,137,-175,-144,45.0,52.5,142.5,45.0,-45.0,44.5104179532333,24.436691421578196,11.1715981838403,2.61103256720975,0.7179737966891929,12.5616265028416,10.233304786107901,8.36210830234009,3.18149448666398,4.7157540670625
4,24247,13.1,-1.3,9,88,2,-48,138,-137,-35,-28,45.0,45.0,22.5,-37.5,75.0,39.2340840818404,29.695341957273897,18.777073472213896,10.7733604595543,3.44088790045276,12.1100035349278,8.2048037641566,18.8911742397988,6.316588653678339,4.9646416969883695
5,24248,13.25,-1.3,9,89,2,-49,-35,152,48,-70,45.0,45.0,37.5,7.5,22.5,41.6604642677141,22.628227316097803,18.221702886328398,9.96865487324544,0.854540885475501,11.5693527723401,15.832163270678501,16.1236192036002,9.515434366533519,3.4104899127646
6,24249,13.4,-1.3,9,90,2,-49,-36,50,-26,16,45.0,45.0,-52.5,67.5,-15.0,37.1870147425792,26.6729864604097,15.274929438886002,7.627674773904119,1.50978659666686,11.4860566356152,13.1674473458498,9.49678022242759,8.563966960574419,4.884545642092
7,24083,12.5,-1.45,10,84,2,-45,-26,-117,41,102,45.0,45.0,37.5,45.0,-22.5,45.6741947758838,28.711627464748002,21.530275958624102,7.42832740244887,-0.987065859761174,14.2047829263356,18.344000958681,14.573252227002301,7.235912103251881,3.38919149647221
8,24084,12.65,-1.45,10,85,2,-45,-141,-28,-79,44,45.0,45.0,52.5,60.0,45.0,46.7965695174074,25.748261160400897,23.249654492614102,11.6466608983533,4.79930421413496,13.568603803104802,12.5666277411903,14.6798709933517,13.2658684955741,5.31504936133803
9,24085,12.8,-1.45,10,86,2,-46,-30,-156,-69,119,45.0,45.0,52.5,22.5,-127.5,44.687650110458,31.057673084506302,15.954458962267802,-1.3170351035262802,0.995386713650703,13.2437586481197,19.878704789617398,12.7835591868271,3.2844716117706696,5.00095634646632
10,24086,12.95,-1.45,10,87,2,-47,-34,-137,37,-137,45.0,45.0,22.5,45.0,15.0,43.001444730731,27.621875239138603,15.5327042532498,10.544550468474,6.555156814438701,12.973560901809302,9.57194841094554,8.67588216127048,4.941287795801309,6.06080900314163
11,24087,13.1,-1.45,10,88,2,-48,138,139,49,117,45.0,45.0,37.5,52.5,142.5,45.9411445941429,26.8102971701366,17.949805610542104,11.2253032540133,-2.3469034852332697,12.539309911459599,12.4456676639851,7.19861395269135,8.99794136902812,2.3419199893055
12,24088,13.25,-1.45,10,89,2,-47,139,-35,52,-26,45.0,45.0,45.0,37.5,52.5,31.912879645161,29.4584927179035,22.574274710440697,18.0712492862745,4.901505514584191,12.2883057512674,13.311403257869598,9.61859818739404,9.71014702757509,7.87026350596599
13,24089,13.4,-1.45,10,90,2,-50,-35,54,147,-6,45.0,45.0,60.0,52.5,-22.5,38.948547061436294,23.526225650666397,13.592350083931802,12.533483705158,2.20762775818162,11.7664059644984,16.2017264566471,6.86517321159696,13.2955545225281,5.43321143550828
14,24090,13.55,-1.45,10,91,2,-50,-36,43,152,54,45.0,52.5,52.5,45.0,-37.5,44.0452532750124,28.906953782978302,12.988417032226,9.471425588546712,4.86393206421923,11.560870932723,15.3845016943723,5.47640716986414,8.36860213200796,5.39809368557992
15,24091,13.7,-1.45,10,92,2,-52,-36,52,-171,138,45.0,52.5,37.5,-52.5,-15.0,39.4727452857318,23.1530240223015,10.193615813090801,1.8045397491663402,1.86095019086321,11.0548808933606,14.7060697499243,7.47810369014241,3.72334883255223,3.7239398814815496
16,24092,13.85,-1.45,10,93,2,-56,-40,147,-151,-135,30.0,60.0,172.5,-30.0,-15.0,41.25036489351879,15.429624480924401,-0.372403248895864,1.13770371948522,2.0815895094803,10.1814758673101,14.4081353252282,4.09922658339503,3.98492365759175,4.51380498807404
