,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,24243,12.5,-1.3,9,84,1,-34,-78,-22,18,-107,142.5,172.5,22.5,135.0,120.0,49.5642758586266,33.8137738463032,33.011776067747505,26.140482966470103,17.481958410042502,18.9582608927409,11.199612457019999,20.8571425107015,14.063998592878802,13.450978177403
1,24244,12.65,-1.3,9,85,1,-36,-108,-2,-24,-13,142.5,165.0,120.0,22.5,127.5,51.5859775278515,46.37978204134729,32.6594664334974,30.986915950606605,17.2855225279782,17.6582671315339,23.7169779753374,22.7319079904278,16.351489126991,8.278293995010559
2,24245,12.8,-1.3,9,86,1,-38,-3,-135,-130,-25,142.5,127.5,142.5,135.0,30.0,50.79034832455179,31.7230855438863,33.4587250393386,27.8095075685283,27.174160419770303,14.247864467676301,6.939701777831821,15.3060679812431,9.64521240871722,15.1526700753721
3,24246,12.95,-1.3,9,87,1,-40,-2,-129,-26,-126,142.5,97.5,157.5,30.0,165.0,52.7475106492405,29.2042644757234,21.9175836998493,23.972804534158602,14.8314095136136,16.3839393447553,23.049803635106397,11.5028401856971,20.2949154082887,11.971301621785901
4,24247,13.1,-1.3,9,88,1,-43,-3,-131,-28,44,135.0,127.5,127.5,30.0,150.0,51.8805310773419,32.1984706034459,30.968438628474,25.768991747377,10.348038466685699,14.716025901080199,22.5690377138066,24.4809872562362,21.1432727126907,8.753390983939331
5,24248,13.25,-1.3,9,89,1,-44,-28,-32,152,-4,135.0,30.0,120.0,150.0,105.0,50.4159255850724,30.940968671826102,25.97922989456,30.2140787483576,19.1990935217699,11.2593467554974,15.449015720638302,6.46580634813017,20.0861317053135,13.4625375743101
6,24249,13.4,-1.3,9,90,1,-47,-34,-30,-5,-138,127.5,30.0,120.0,105.0,135.0,47.3947308631695,29.3416289012332,26.665602840416604,28.646872483748197,28.586528377093398,7.88636916303396,12.936221719214,8.06342630953099,22.494413468905503,23.9895468000272
7,24083,12.5,-1.45,10,84,1,-31,2,-75,22,-20,150.0,90.0,180.0,142.5,22.5,49.5491185821144,32.5970760390761,27.335094872470798,26.7895238281708,26.0297835666482,20.419540986517,21.1096362394153,9.0508253074427,13.3266879735829,17.858908504825802
8,24084,12.65,-1.45,10,85,1,-33,-79,43,4,2,142.5,172.5,135.0,142.5,135.0,47.5084915290884,43.5671337576448,38.631936884869106,28.389654748145105,27.128971922219602,17.3001352879333,13.521807817287199,11.3677653092859,12.631927018176501,11.5631247931986
9,24085,12.8,-1.45,10,86,1,-35,9,-22,4,21,142.5,180.0,22.5,150.0,127.5,52.0672078851222,27.863365983801398,28.189030507164397,25.3122499311511,26.0044755156937,18.7024518106019,7.38184892635896,14.0309954013065,9.83931719498428,10.0420432379557
10,24086,12.95,-1.45,10,87,1,-37,3,32,-24,-132,142.5,97.5,135.0,22.5,157.5,53.089703958116,37.6740210965106,27.9270628888656,33.2252543338524,26.4121405410248,17.4126043042486,21.784624927458502,10.1196665906388,18.4895700348616,7.5172409212166205
11,24087,13.1,-1.45,10,88,1,-40,47,34,8,-22,142.5,120.0,30.0,112.5,165.0,52.1646292499574,36.540717738054795,28.7112976732658,24.687682920527397,12.858075788821,14.4219930196545,10.7049243089001,9.12164266662357,10.0211559245109,6.6506007465948995
12,24088,13.25,-1.45,10,89,1,-42,48,3,-156,14,135.0,120.0,75.0,150.0,90.0,51.763624712399206,37.800759565472205,32.2222420521391,28.677835215577396,25.8883934821183,13.8235286063967,10.2977651586319,23.9871648675197,10.789952183952401,16.5473843397609
13,24089,13.4,-1.45,10,90,1,-45,11,48,-28,-1,135.0,112.5,97.5,30.0,157.5,51.7762971817029,39.077384448299,29.4485596504228,29.5540011381187,20.8330934260565,12.6353578478953,18.1455890195815,8.481610386959519,19.6824646703355,9.5982315449931
14,24090,13.55,-1.45,10,91,1,-49,10,28,-33,-3,127.5,105.0,90.0,37.5,75.0,51.3606570996401,38.6126804656778,33.821420041698396,33.7591147105392,23.0665456978934,11.7465487633622,15.056074305176802,13.421180594138699,8.92374104306152,14.754421210378599
15,24091,13.7,-1.45,10,92,1,-53,40,8,-32,-3,127.5,112.5,97.5,30.0,75.0,51.496649672234604,33.86732771327689,32.5389003441893,26.0262948006131,16.032877944032,10.6442817580086,10.5475506266349,14.7288115586129,14.012224019042302,18.8357586002781
16,24092,13.85,-1.45,10,93,1,-57,14,-161,-35,3,120.0,105.0,165.0,37.5,82.5,51.1808894248798,41.119435133820794,36.6215465946492,33.4102149296248,21.4682660889213,10.0238114686937,24.3843129818537,14.925075394542699,17.1941383002236,18.7698327826318
17,24093,14.0,-1.45,10,94,1,-63,14,-37,-161,1,120.0,97.5,37.5,165.0,82.5,51.0174361917871,39.3398161865724,38.6218696096437,29.0251412337332,31.6646283038353,9.9467212531255,21.4963912223911,17.0094613068609,15.486593060411902,23.359156411961102
18,24094,14.15,-1.45,10,95,1,-69,31,-162,24,-1,112.5,45.0,157.5,97.5,75.0,50.727743867064106,31.9292528481164,31.4030977149544,30.1904023155138,21.102224247507802,11.2594897897011,8.6955199358435,12.425021924140802,10.4651631364607,14.099466755388699
19,24095,14.3,-1.45,10,96,1,-74,-42,3,2,-163,105.0,45.0,97.5,67.5,165.0,52.1000670952711,39.9696176832055,27.9266705901861,22.9049723464643,25.2798414511973,12.4695514629968,14.1995827801549,10.528068560174301,12.8183650954246,13.587331943399198
20,24096,14.45,-1.45,10,97,1,-80,-46,10,-165,-1,97.5,45.0,90.0,165.0,45.0,52.2720032186767,41.638210461090296,30.796810448450497,20.003805786333803,14.9985897291382,16.407524706768598,13.0736305042972,22.331265607781802,8.387629125995309,19.7841164838349
21,24097,14.6,-1.45,10,98,1,-86,-50,4,86,18,97.5,52.5,90.0,60.0,157.5,51.93639343369921,38.89658157036221,29.632652735429996,14.205214172983,11.325860410634501,17.423665392103697,10.9513762270949,19.251811359949,10.778031662556698,8.42283668017619
22,24098,14.75,-1.45,10,99,1,-92,-55,6,-162,93,90.0,52.5,90.0,165.0,105.0,49.420973584761704,34.8986242447079,25.746249519703003,19.0008561454413,16.793648631153,18.3465027391353,8.15150630953189,10.9629801260651,10.3424723093718,12.463121237200198
23,23923,12.5,-1.6,11,84,1,-28,40,6,7,-133,150.0,142.5,150.0,97.5,127.5,50.7234789876015,42.3077516319606,24.652049401834503,24.398443133469602,21.720107905907604,17.3190972517221,11.094901125643402,9.951339992636981,12.155149645796198,10.1334380652692
