,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,14947,10.1,-10.0,67,68,2,-82,-92,-97,43,-9,-172.5,-165.0,-165.0,165.0,105.0,45.1820224244751,24.0068448688734,16.602940235392698,-0.39557429958040297,1.42779276803543,17.227700417771402,10.1767598868923,9.92255335097919,3.20925118265512,5.94789877907817
1,14948,10.25,-10.0,67,69,2,-76,-92,-56,-103,-5,-172.5,-172.5,-165.0,-172.5,172.5,35.433914597662394,31.0462941913731,23.7857762906123,11.488124081916899,3.2389320921410603,13.492470926439399,20.620042316373603,6.452467224108549,8.972084707604788,6.13674075051303
2,14787,10.1,-10.15,68,68,2,-81,-92,-99,3,-106,-172.5,-172.5,-165.0,-165.0,-22.5,43.344758171402205,29.728222089933,18.2331154573416,17.3900906900491,0.48390897986109793,16.77743131691,16.1646172166275,7.16965465278594,19.8770822454654,3.14615691319289
3,14788,10.25,-10.15,68,69,2,-83,-97,-121,-110,5,-172.5,-172.5,-172.5,-165.0,-165.0,41.3682543060555,31.522009542560898,24.760910438590802,10.6939055526163,7.79455513569121,17.098961332160002,20.2436469716302,16.053288092597597,6.856938560110531,9.351448763354009
4,14789,10.4,-10.15,68,70,2,-81,-100,-64,-110,16,-172.5,-172.5,-165.0,172.5,150.0,38.3433926511319,39.6768440150327,25.4761692158322,10.4284480495357,-0.42504741363541104,15.772131214215698,21.260981293607898,9.0413565564611,9.86016214206234,3.1736613683518202
5,14790,10.55,-10.15,68,71,2,-79,-105,-62,-94,9,-165.0,-172.5,-172.5,-172.5,150.0,41.3343771567162,32.6539704376586,21.8314923784636,20.4906807399601,14.2737437164987,15.376682981334,19.826470678611802,6.22352662507519,14.7472794771186,9.377389352706011
6,14791,10.7,-10.15,68,72,2,-103,-92,-66,-111,3,-172.5,-172.5,-165.0,-165.0,-172.5,32.8218594389987,30.6920269530472,24.660113555373503,17.2022263157348,17.0087541788879,13.7176240939027,10.6931961664526,8.897647464677869,10.9034517740799,18.5189774275302
7,14792,10.85,-10.15,68,73,2,-79,-111,-100,-93,3,-172.5,157.5,-165.0,-172.5,-172.5,41.4345660331638,38.277039094194,24.8479161620476,23.123883350432,16.9146056786691,15.2794622418584,24.7340519573135,11.171904557170699,10.6441072764273,9.930045630517311
8,14793,11.0,-10.15,68,74,2,-95,-77,-109,-117,35,-172.5,-165.0,157.5,-172.5,-172.5,39.5274457134222,35.5948470911227,36.807911914198996,22.026279202797603,9.32772110613132,20.320303719871102,13.623189934625799,24.396169685786,6.91105230643554,6.678042686477981
9,14794,11.15,-10.15,68,75,2,-79,-98,-112,-121,-126,-165.0,-172.5,157.5,157.5,-157.5,46.332419179918006,35.0846400658188,32.2616619605822,24.146368187014602,14.477432065864502,15.795265204342599,20.971383754166602,23.887900219609698,16.5503758754148,5.96181386245402
10,14795,11.3,-10.15,68,76,2,-78,-91,-118,-106,6,-165.0,-172.5,157.5,-165.0,-172.5,47.013239158907204,27.0072407742731,29.7309320339012,18.7143105206405,17.7794530332209,15.294553829317401,16.753426532577,22.057678335770397,10.235228198461598,12.540051677411899
11,14796,11.45,-10.15,68,77,2,-77,-90,-118,-115,13,-165.0,-172.5,-172.5,157.5,-172.5,45.4640229763013,28.830751783043,25.0958100929443,24.4458027111833,10.2755959353031,13.2116390934666,15.0199242157706,12.704047616357698,12.831399208209698,7.70870439645522
12,14797,11.6,-10.15,68,78,2,-79,-96,-106,-115,-125,-165.0,-172.5,-172.5,157.5,-165.0,38.4644567069398,38.6572512337831,26.8899466833744,25.4615056577436,6.90733257088038,15.765936970677199,22.0738591811704,9.141661763140801,24.240372965374302,6.79042015097784
13,14627,10.1,-10.3,69,68,2,-82,-63,-20,-96,14,-172.5,-165.0,165.0,165.0,-165.0,43.710966263076294,29.0740488168576,23.6803561425668,15.006902612796098,13.094517963512,17.1795086374681,9.39600750283108,20.5516272527063,14.7956194909497,17.2939734010227
14,14628,10.25,-10.3,69,69,2,-83,-99,-67,-53,15,-172.5,-172.5,-172.5,-165.0,-165.0,41.2531898275916,29.5760260239148,22.7958770928393,16.4073194878827,15.9945399340509,16.645088750148098,20.0737702116829,7.85620226691733,5.84690071216477,18.803418355846
15,14629,10.4,-10.3,69,70,2,-81,-101,-92,-56,-21,-172.5,-165.0,-172.5,-165.0,165.0,35.43488085891521,35.1589241219665,26.0012950814573,17.6422346771803,11.2263388311708,15.750501542023,19.5684946913336,11.450734831278698,5.726060233250981,10.334295362188598
16,14630,10.55,-10.3,69,71,2,-85,-97,-107,-62,96,-172.5,-172.5,-172.5,-165.0,157.5,42.4281848576316,34.7245169578864,28.416722733218602,21.961510052527103,17.992358561615397,17.9697829872125,15.8897359504932,18.5590215113509,8.81880049315855,15.8387702776896
17,14631,10.7,-10.3,69,72,2,-77,-95,-106,-113,75,-172.5,-172.5,-165.0,-165.0,-172.5,40.007912397871706,34.3872027993782,29.0679436404624,14.5729217870959,15.2394754252119,13.1661113044434,19.2459475934754,16.707112054266698,6.31795541912037,9.57791936578175
18,14632,10.85,-10.3,69,73,2,-78,-112,-89,-99,-123,-172.5,157.5,-165.0,-172.5,157.5,43.29820756569939,39.279932317474,26.2503224859237,25.1440592114091,16.351507406036998,15.1333239410553,24.9703563770925,8.90375446467345,18.4137920381602,10.8617800234534
19,14633,11.0,-10.3,69,74,2,-80,-112,-97,-121,96,-165.0,157.5,-172.5,-165.0,-172.5,44.6154302112883,39.7751874253214,33.7692214768762,20.430589431357202,17.1046888118141,15.948378936489801,25.0666701556103,22.5345238113025,7.95519193750265,13.494886904195
20,14634,11.15,-10.3,69,75,2,-79,-97,-115,-88,98,-165.0,-172.5,157.5,-165.0,-165.0,48.372789717052605,32.015442535513394,31.024527942266197,19.9771558064264,17.286289684214,15.9642225148704,20.1538190087908,21.304981079819104,7.223290842062481,20.212141882136898
21,14635,11.3,-10.3,69,76,2,-79,-116,-103,-96,-125,-165.0,157.5,-157.5,-172.5,-172.5,39.7482425241137,35.4368891027725,19.8547599912982,20.2444676472205,11.4470562750417,16.1114842792983,24.892155366205603,6.17506092556458,17.352442378741,10.3173302245503
22,14636,11.45,-10.3,69,77,2,-78,-95,-104,-110,-119,-165.0,-172.5,-172.5,150.0,-172.5,43.121166992783095,35.502697300076,19.350938801230498,16.569657349200998,3.0049853043100296,14.447235115174598,22.010398154801397,7.344639229422571,18.2458016662103,4.22000803520701
23,14637,11.6,-10.3,69,78,2,-78,-98,-117,-108,98,-165.0,-172.5,-172.5,-172.5,-172.5,45.531833339926,35.1461782240281,24.483506768816298,22.9281014229016,15.522889362724301,15.5831740199247,21.4690670857943,21.194452209271,11.171140638049,15.6294403212833
24,14638,11.75,-10.3,69,79,2,-97,-112,-122,-79,-7,-172.5,157.5,157.5,-172.5,-142.5,33.4145366611858,31.171230736099897,18.0914590699849,6.605657786149269,0.6716821917543709,21.279792783661698,22.5645455657018,14.9567665264634,6.78132168920781,2.27832555536822
25,14467,10.1,-10.45,70,68,2,-81,-66,-97,-19,38,-172.5,-172.5,-165.0,165.0,15.0,39.3403920267073,23.3091428581995,19.2845947794889,19.8223367513622,2.79917529638703,16.34040097421,8.55201393134948,16.044228232434097,22.2660932309277,3.48536558589589
26,14468,10.25,-10.45,70,69,2,-82,-95,-100,-19,84,-172.5,-172.5,-172.5,157.5,-165.0,39.783968859485896,27.4674342401298,23.2268862404794,28.9757862497062,18.084034410458102,15.447236995678,10.554331835734699,8.94241587818367,22.303306188826898,15.135586128835799
